SL,Smiles,Ratio_1,Ratio_2,Er,Tg
250,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.6,0.4,27.716606,133.34215
251,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.6,0.4,29.805214,141.47565
252,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,30.160564,148.853
253,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,31.899015,177.36206
254,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,33.420135,205.99199
255,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,35.82036,260.53467
256,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.3,0.7,32.459568,94.08919
257,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,28.974459,46.741547
258,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CC(=O)OC(C)(C)C']",0.6,0.4,18.403347,70.26802
259,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CC(=O)OCCCC']",0.6,0.4,18.39585,76.79527
260,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O']",0.1,0.9,132.60175,181.79341
261,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCOC(CC)(CO)CO']",0.6,0.4,19.011213,63.482162
262,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,21.829926,80.25253
263,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.6,0.4,26.465322,121.255585
264,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.6,0.4,21.227583,70.34397
265,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.1,0.9,26.300714,63.660324
266,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,17.707401,66.379036
267,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=COC(=O)CCCCCC(C)(C)C']",0.6,0.4,20.571932,86.15314
268,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=Cc1cccc(C=C)c1']",0.2,0.8,19.313652,82.79589
269,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'C=Cc1ccccc1']",0.4,0.6,17.895262,58.904293
270,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.6,0.4,31.86716,156.71858
271,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,20.583332,84.20034
272,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,21.734955,73.26587
273,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.2,0.8,35.249878,196.7486
274,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.2,0.8,63.546455,150.3698
275,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,25.249113,148.58932
276,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.6,0.4,28.379757,147.5772
277,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,30.628923,165.23106
278,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,32.15892,200.47235
279,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.3,0.7,32.64395,97.98662
280,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.1,0.9,21.737196,39.101532
281,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,23.442822,105.90207
282,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.6,0.4,30.104218,155.81348
283,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'C=Cc1cccc(C=C)c1']",0.6,0.4,18.02614,81.932724
284,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.6,0.4,32.716507,170.35402
285,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,21.93674,118.85046
286,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,22.550285,107.66937
287,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,35.215446,209.22696
288,"['C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.2,0.8,63.017464,135.45883
289,"['C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,29.699661,64.65474
290,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=C)OCOCCOC(=O)C(=C)C']",0.4,0.6,5.8164907,41.462868
291,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OC']",0.4,0.6,4.367446,128.54773
292,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCC(O)COc2ccc(C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1)cc2']",0.2,0.8,49.3955,87.661804
293,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCCC']",0.5,0.5,3.1428692,57.278313
294,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,15.0573,34.096043
295,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.693855,84.34253
296,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,23.35172,108.84677
297,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.706104,95.11815
298,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.626678,110.8578
299,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,29.4152,167.48006
300,"['C=CC(=O)OC(C)(C)C', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,31.849487,230.27258
301,"['C=CC(=O)OC(C)(C)C', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,27.838448,99.560104
302,"['C=CC(=O)OC(C)(C)C', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.2,0.8,156.67746,128.34804
303,"['C=CC(=O)OC(C)(C)C', 'C=CC(=O)OCCCC']",0.6,0.4,1.5726519,48.890926
304,"['C=CC(=O)OC(C)(C)C', 'C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O']",0.1,0.9,300.8273,234.45341
305,"['C=CC(=O)OC(C)(C)C', 'C=CCOC(CC)(CO)CO']",0.4,0.6,8.524787,55.655304
306,"['C=CC(=O)OC(C)(C)C', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,6.0500455,35.84453
307,"['C=CC(=O)OC(C)(C)C', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.079306,56.70062
308,"['C=CC(=O)OC(C)(C)C', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.3,0.7,35.10157,83.97719
309,"['C=CC(=O)OC(C)(C)C', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.3,0.7,124.3977,146.18356
310,"['C=CC(=O)OC(C)(C)C', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.1,0.9,3.3445435,55.723022
311,"['C=CC(=O)OC(C)(C)C', 'C=COC(=O)CCCCCC(C)(C)C']",0.2,0.8,6.184779,103.8814
312,"['C=CC(=O)OC(C)(C)C', 'C=Cc1cccc(C=C)c1']",0.1,0.9,2.8022702,60.974274
313,"['C=CC(=O)OC(C)(C)C', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,25.954327,129.45007
314,"['C=CC(=O)OC(C)(C)C', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.2,0.8,21.854696,39.989006
315,"['C=CC(=O)OC(C)(C)C', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.1,0.9,15.4176,31.941269
316,"['C=CC(=O)OC(C)(C)C', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,23.850859,191.00333
317,"['C=CC(=O)OC(C)(C)C', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,38.589462,210.06555
318,"['C=CC(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,14.521777,32.201633
319,"['C=CC(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.24547,82.84482
320,"['C=CC(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.385998,93.64231
321,"['C=CC(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.424732,111.475975
322,"['C=CC(=O)OCCCC', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,31.91689,234.5835
323,"['C=CC(=O)OCCCC', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.1,0.9,27.781033,99.980194
324,"['C=CC(=O)OCCCC', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.2,0.8,133.21564,126.89682
325,"['C=CC(=O)OCCCC', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,6.8245997,21.546925
326,"['C=CC(=O)OCCCC', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.184319,56.76553
327,"['C=CC(=O)OCCCC', 'C=COC(=O)CCCCCC(C)(C)C']",0.3,0.7,10.5812645,106.83823
328,"['C=CC(=O)OCCCC', 'C=Cc1cccc(C=C)c1']",0.1,0.9,2.801047,52.14747
329,"['C=CC(=O)OCCCC', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,25.764645,129.59003
330,"['C=CC(=O)OCCCC', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.2,0.8,16.385015,40.58792
331,"['C=CC(=O)OCCCC', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.1,0.9,16.54212,38.535885
332,"['C=CC(=O)OCCCC', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.1,0.9,31.927448,183.737
333,"['C=CC(=O)OCCCC', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.1,0.9,42.15165,218.74315
334,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OC']",0.6,0.4,61.061134,98.19442
335,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.6,0.4,47.213615,70.14463
336,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,18.701,100.1432
337,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,23.509,115.805435
338,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.625202,98.55859
339,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.600655,126.31232
340,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,29.564934,178.67924
341,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.205032,239.74487
342,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.6,0.4,36.835037,59.13293
343,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.6,0.4,260.78345,229.20537
344,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CC(=O)OCCCC']",0.6,0.4,79.44688,129.75835
345,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCOC(CC)(CO)CO']",0.6,0.4,141.67444,139.90439
346,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCOCC(CO)(COCC=C)COCC=C']",0.6,0.4,111.01877,112.71727
347,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1']",0.1,0.9,18.58854,57.465797
348,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCc1ccccc1OCC(O)COC(=O)CCCCC(=O)OCC(O)COc2ccccc2CC=C']",0.6,0.4,150.98257,173.65994
349,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCc1ccccc1OCC(O)COC(=O)Cc3ccc(C(=O)OCC(O)COc2ccccc2CC=C)cc3']",0.6,0.4,259.2932,209.52423
350,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O']",0.6,0.4,132.83559,164.80164
351,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=COC(=O)CCCCCC(C)(C)C']",0.6,0.4,163.23044,129.94524
352,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'C=Cc1cccc(C=C)c1']",0.6,0.4,110.36182,181.3529
353,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,26.046564,140.17139
354,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'CCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,224.52249,195.53748
355,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'CCCC(=O)OCC(CC)(COC(=O)CCS)COC(=O)CCS']",0.6,0.4,169.7115,167.66208
356,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'O=c1ccc(=O)n1c4ccc(Cc3ccc(n2c(=O)ccc2=O)cc3)cc4']",0.3,0.7,44.774593,177.87105
357,"['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O', 'O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS']",0.6,0.4,28.420048,99.51819
358,['C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O'],0.1,0.9,117.94362,782.6509
359,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,12.479053,31.030188
360,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,17.982912,79.31229
361,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(C)=O']",0.1,0.9,22.788315,96.26529
362,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,23.262882,86.02706
363,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,25.276047,100.12567
364,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,29.627941,157.66751
365,"['C=CCOC(CC)(CO)CO', 'C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C']",0.1,0.9,32.502125,223.57773
366,"['C=CCOC(CC)(CO)CO', 'C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1']",0.3,0.7,28.148167,77.2683
367,"['C=CCOC(CC)(CO)CO', 'C=C(CCS)OCCn1c(=O)n(CCOC(=O)CCS)c(=O)n(CCOC(=O)CCS)c1=O']",0.4,0.6,130.09372,92.68597
